tweet_id,source,name,dog_stage,date,time,year,month,weekday,cleantext,display_text_range,favorite_count,retweet_count,jpg_url,first_prediction,first_confidence,first_dog,second_prediction,second_confidence,second_dog,third_prediction,third_confidence,third_dog,rating
890006608113172480,Twitter for iPhone,Koda,,2017-07-26,00:31:25,2017,7,Wednesday,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek ,"[0, 130]",31166.0,7624.0,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,samoyed,0.957979,True,pomeranian,0.0138835,True,chow,0.00816748,True,13.0/10.0
889880896479866881,Twitter for iPhone,Bruno,,2017-07-25,16:11:53,2017,7,Tuesday,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy ,"[0, 107]",28268.0,5156.0,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,french bulldog,0.377417,True,labrador retriever,0.151317,True,muzzle,0.0829811,False,13.0/10.0
889665388333682689,Twitter for iPhone,,puppo,2017-07-25,01:55:32,2017,7,Tuesday,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 ,"[0, 106]",38818.0,8538.0,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,pembroke,0.966327,True,cardigan,0.0273557,True,basenji,0.00463323,True,13.0/10.0
889638837579907072,Twitter for iPhone,Ted,,2017-07-25,00:10:02,2017,7,Tuesday,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist ,"[0, 91]",27672.0,4735.0,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,french bulldog,0.99165,True,boxer,0.00212864,True,staffordshire bullterrier,0.00149818,True,12.0/10.0
889531135344209921,Twitter for iPhone,Stuart,puppo,2017-07-24,17:02:04,2017,7,Monday,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek ,"[0, 118]",15359.0,2321.0,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,golden retriever,0.953442,True,labrador retriever,0.0138341,True,redbone,0.00795775,True,13.0/10.0
889278841981685760,Twitter for iPhone,Oliver,,2017-07-24,00:19:32,2017,7,Monday,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek ,"[0, 138]",25652.0,5637.0,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,whippet,0.626152,True,borzoi,0.194742,True,saluki,0.0273507,True,13.0/10.0
888917238123831296,Twitter for iPhone,Jim,,2017-07-23,00:22:39,2017,7,Sunday,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both ,"[0, 86]",29611.0,4709.0,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,golden retriever,0.714719,True,tibetan mastiff,0.1201839999999999,True,labrador retriever,0.1055059999999999,True,12.0/10.0
888804989199671297,Twitter for iPhone,Zeke,,2017-07-22,16:56:37,2017,7,Saturday,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best ,"[0, 128]",26080.0,4559.0,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,golden retriever,0.46976,True,labrador retriever,0.184172,True,english setter,0.0734817,True,13.0/10.0
888554962724278272,Twitter for iPhone,Ralphus,,2017-07-22,00:23:06,2017,7,Saturday,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af ,"[0, 87]",20290.0,3732.0,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,siberian husky,0.700377,True,eskimo dog,0.166511,True,malamute,0.111411,True,13.0/10.0
888202515573088257,Twitter for iPhone,Canela,,2017-07-21,01:02:36,2017,7,Friday,RT @dog_rates: This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her ,,,,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,pembroke,0.809197,True,rhodesian ridgeback,0.05495,True,beagle,0.0389148,True,13.0/10.0
888078434458587136,Twitter for iPhone,Gerald,,2017-07-20,16:49:33,2017,7,Thursday,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway ,"[0, 127]",22201.0,3653.0,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,french bulldog,0.995026,True,pug,0.000931908,True,bull mastiff,0.000903211,True,12.0/10.0
887705289381826560,Twitter for iPhone,Jeffrey,,2017-07-19,16:06:48,2017,7,Wednesday,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic ,"[0, 127]",30779.0,5609.0,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,basset,0.821664,True,redbone,0.0875815,True,weimaraner,0.0262364,True,13.0/10.0
887517139158093824,Twitter for iPhone,,,2017-07-19,03:39:09,2017,7,Wednesday,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) ,"[0, 108]",46959.0,12082.0,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,limousine,0.130432,False,tow truck,0.0291754,False,shopping cart,0.0263208,False,14.0/10.0
887473957103951883,Twitter for iPhone,Canela,,2017-07-19,00:47:34,2017,7,Wednesday,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her ,"[0, 99]",69871.0,18781.0,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,pembroke,0.809197,True,rhodesian ridgeback,0.05495,True,beagle,0.0389148,True,13.0/10.0
887343217045368832,Twitter for iPhone,,,2017-07-18,16:08:03,2017,7,Tuesday,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) ,"[0, 88]",34222.0,10737.0,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,mexican hairless,0.330741,True,sea lion,0.275645,False,weimaraner,0.134203,True,13.0/10.0
887101392804085760,Twitter for iPhone,,,2017-07-18,00:07:08,2017,7,Tuesday,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof ,"[0, 129]",31061.0,6167.0,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,samoyed,0.733942,True,eskimo dog,0.0350295,True,staffordshire bullterrier,0.0297047,True,12.0/10.0
886983233522544640,Twitter for iPhone,Maya,,2017-07-17,16:17:36,2017,7,Monday,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in ,"[0, 101]",35859.0,8084.0,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,chihuahua,0.793469,True,toy terrier,0.143528,True,can opener,0.0322529,False,13.0/10.0
886736880519319552,Twitter for iPhone,Mingus,,2017-07-16,23:58:41,2017,7,Sunday,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

","[0, 121]",12306.0,3443.0,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,0.309706,True,great pyrenees,0.186136,True,dandie dinmont,0.0863463,True,13.0/10.0
886680336477933568,Twitter for iPhone,Derek,,2017-07-16,20:14:00,2017,7,Sunday,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal ,"[0, 71]",22798.0,4610.0,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,convertible,0.738995,False,sports car,0.139952,False,car wheel,0.0441726999999999,False,13.0/10.0
886366144734445568,Twitter for iPhone,Roscoe,pupper,2017-07-15,23:25:31,2017,7,Saturday,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe ,"[0, 131]",21524.0,3316.0,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,french bulldog,0.999201,True,chihuahua,0.000361178,True,boston bull,7.55616e-05,True,12.0/10.0
886267009285017600,Twitter for iPhone,,,2017-07-15,16:51:35,2017,7,Saturday,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,"[27, 105]",117.0,4.0,,,,,,,,,,,12.0/10.0
886258384151887873,Twitter for iPhone,Waffles,,2017-07-15,16:17:19,2017,7,Saturday,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles ,"[0, 94]",28469.0,6523.0,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,0.943575,True,shower cap,0.0252856,False,siamese cat,0.00284892,False,13.0/10.0
886054160059072513,Twitter for iPhone,,,2017-07-15,02:45:48,2017,7,Saturday,RT @Athletics: 12/10 #BATP ,"[0, 50]",0.0,108.0,,,,,,,,,,,12.0/10.0
885984800019947520,Twitter for iPhone,Jimbo,,2017-07-14,22:10:11,2017,7,Friday,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution ,"[0, 140]",33382.0,7097.0,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,blenheim spaniel,0.972494,True,shih-tzu,0.00663012,True,bernese mountain dog,0.00623915,True,12.0/10.0
885528943205470208,Twitter for iPhone,Maisey,,2017-07-13,15:58:47,2017,7,Thursday,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly ,"[0, 109]",36689.0,6683.0,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,0.369275,True,labrador retriever,0.265835,True,kuvasz,0.134697,True,13.0/10.0
885518971528720385,Twitter for iPhone,,,2017-07-13,15:19:09,2017,7,Thursday,I have a new hero and his name is Howard. 14/10 ,"[0, 47]",20788.0,3899.0,,,,,,,,,,,14.0/10.0
885311592912609280,Twitter for iPhone,Lilly,,2017-07-13,01:35:06,2017,7,Thursday,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well ,"[0, 133]",0.0,19297.0,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,labrador retriever,0.908703,True,seat belt,0.0570909,False,pug,0.0119335,True,13.0/10.0
885167619883638784,Twitter for iPhone,,,2017-07-12,16:03:00,2017,7,Wednesday,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 ,"[0, 134]",22367.0,4556.0,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,0.8124819999999999,True,siberian husky,0.0717125,True,eskimo dog,0.0557697,True,13.0/10.0
884925521741709313,Twitter for iPhone,Earl,,2017-07-12,00:01:00,2017,7,Wednesday,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl ","[0, 93]",68152.0,16439.0,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,italian greyhound,0.259916,True,american staffordshire terrier,0.198451,True,staffordshire bullterrier,0.127725,True,12.0/10.0
884876753390489601,Twitter for iPhone,Lola,,2017-07-11,20:47:12,2017,7,Tuesday,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola ,"[0, 118]",28514.0,6096.0,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,0.822103,True,norwich terrier,0.106075,True,norfolk terrier,0.0373485,True,13.0/10.0
884562892145688576,Twitter for iPhone,Kevin,,2017-07-11,00:00:02,2017,7,Tuesday,This is Kevin. He's just so happy. 13/10 what is your secret Kevin ,"[0, 66]",24765.0,5100.0,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,0.5464060000000001,True,french bulldog,0.404291,True,brabancon griffon,0.0440019,True,13.0/10.0
884441805382717440,Twitter for iPhone,,,2017-07-10,15:58:53,2017,7,Monday,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) ","[0, 136]",27478.0,5856.0,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,pembroke,0.993225,True,cardigan,0.00321648,True,chihuahua,0.00208089,True,14.0/10.0
884247878851493888,Twitter for iPhone,,,2017-07-10,03:08:17,2017,7,Monday,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE ,"[0, 104]",74423.0,21298.0,,,,,,,,,,,13.0/10.0
884162670584377345,Twitter for iPhone,Yogi,doggo,2017-07-09,21:29:42,2017,7,Sunday,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo ,"[0, 140]",20771.0,3128.0,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,german shepherd,0.707046,True,malinois,0.199396,True,norwegian elkhound,0.0491476,True,12.0/10.0
883838122936631299,Twitter for iPhone,Noah,,2017-07-09,00:00:04,2017,7,Sunday,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy ,"[0, 137]",22349.0,3586.0,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,doberman,0.610946,True,miniature pinscher,0.299603,True,kelpie,0.0630203,True,12.0/10.0
883482846933004288,Twitter for iPhone,Bella,,2017-07-08,00:28:19,2017,7,Saturday,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 ","[0, 112]",46860.0,10407.0,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden retriever,0.943082,True,labrador retriever,0.032409,True,kuvasz,0.00550072,True,13.5/10.0
883360690899218434,Twitter for iPhone,Grizzwald,floofer,2017-07-07,16:22:55,2017,7,Friday,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck ,"[0, 139]",22986.0,3825.0,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,0.987997,True,tibetan mastiff,0.00709872,True,newfoundland,0.00214033,True,13.0/10.0
883117836046086144,Twitter for iPhone,,,2017-07-07,00:17:54,2017,7,Friday,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat ","[0, 111]",37914.0,6949.0,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden retriever,0.949562,True,labrador retriever,0.0459479,True,kuvasz,0.00247094,True,13.0/10.0
882992080364220416,Twitter for iPhone,Rusty,,2017-07-06,15:58:11,2017,7,Thursday,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy ,"[0, 108]",24445.0,4122.0,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,eskimo dog,0.4667779999999999,True,siberian husky,0.406044,True,dingo,0.0734143999999999,False,13.0/10.0
882762694511734784,Twitter for iPhone,Gus,pupper,2017-07-06,00:46:41,2017,7,Thursday,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl ,"[0, 114]",28903.0,5134.0,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,labrador retriever,0.85005,True,chesapeake bay retriever,0.074257,True,flat-coated retriever,0.0155793999999999,True,12.0/10.0
882627270321602560,Twitter for iPhone,Stanley,,2017-07-05,15:48:34,2017,7,Wednesday,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) ,"[0, 136]",28382.0,6342.0,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,pembroke,0.542982,True,chihuahua,0.251988,True,cardigan,0.107699,True,13.0/10.0
882268110199369728,Twitter for iPhone,Alfy,,2017-07-04,16:01:23,2017,7,Tuesday,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 ,"[0, 114]",45880.0,12118.0,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden retriever,0.762211,True,labrador retriever,0.0989848999999999,True,cocker spaniel,0.0171995,True,13.0/10.0
882045870035918850,Twitter for iPhone,Koko,,2017-07-04,01:18:17,2017,7,Tuesday,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko ","[0, 133]",29900.0,5203.0,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,web site,0.949591,False,dhole,0.0173258,False,golden retriever,0.00694063,True,13.0/10.0
881906580714921986,Twitter for iPhone,Rey,,2017-07-03,16:04:48,2017,7,Monday,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable ,"[0, 67]",24773.0,3533.0,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,weimaraner,0.291539,True,chesapeake bay retriever,0.278966,True,koala,0.127017,False,12.0/10.0
881666595344535552,Twitter for iPhone,Gary,,2017-07-03,00:11:11,2017,7,Monday,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely ,"[0, 115]",51522.0,11099.0,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,saluki,0.529012,True,afghan hound,0.250003,True,golden retriever,0.160739,True,13.0/10.0
881633300179243008,Twitter for iPhone,,,2017-07-02,21:58:53,2017,7,Sunday,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,"[13, 91]",129.0,7.0,,,,,,,,,,,17.0/10.0
881536004380872706,Twitter for iPhone,,pupper,2017-07-02,15:32:16,2017,7,Sunday,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) ","[0, 130]",50199.0,16570.0,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,samoyed,0.281463,True,angora,0.272066,False,persian cat,0.114854,False,14.0/10.0
881268444196462592,Twitter for iPhone,Elliot,,2017-07-01,21:49:04,2017,7,Saturday,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet ,"[0, 138]",23501.0,5358.0,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,tusker,0.473303,False,indian elephant,0.245646,False,ibex,0.0556607,False,12.0/10.0
880935762899988482,Twitter for iPhone,Louis,,2017-06-30,23:47:07,2017,6,Friday,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking ,"[0, 72]",17346.0,2886.0,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,street sign,0.251801,False,umbrella,0.115123,False,traffic light,0.0695338,False,13.0/10.0
880872448815771648,Twitter for iPhone,,,2017-06-30,19:35:32,2017,6,Friday,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 ,"[0, 137]",21734.0,3989.0,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,pembroke,0.791416,True,norwich terrier,0.0613929,True,chihuahua,0.0337257,True,12.0/10.0
880465832366813184,Twitter for iPhone,Bella,,2017-06-29,16:39:47,2017,6,Thursday,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop ,"[0, 114]",29075.0,6546.0,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden retriever,0.913255,True,labrador retriever,0.0263286,True,cocker spaniel,0.00937082,True,12.0/10.0
880221127280381952,Twitter for iPhone,Jesse,,2017-06-29,00:27:25,2017,6,Thursday,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well ,"[0, 108]",27640.0,4436.0,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525802999999999,True,12.0/10.0
880095782870896641,Twitter for iPhone,,,2017-06-28,16:09:20,2017,6,Wednesday,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 ,"[0, 129]",28150.0,4533.0,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,miniature pinscher,0.120298,True,rhodesian ridgeback,0.106395,True,beagle,0.106073,True,11.0/10.0
879862464715927552,Twitter for iPhone,Romeo,,2017-06-28,00:42:13,2017,6,Wednesday,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 ,"[0, 91]",22667.0,3642.0,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,0.813507,True,beagle,0.146654,True,cocker spaniel,0.00948502,True,13.0/10.0
879674319642796034,Twitter for iPhone,,,2017-06-27,12:14:36,2017,6,Tuesday,@RealKentMurphy 14/10 confirmed,"[16, 31]",315.0,10.0,,,,,,,,,,,14.0/10.0
879492040517615616,Twitter for iPhone,Bailey,,2017-06-27,00:10:17,2017,6,Tuesday,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 ,"[0, 90]",23822.0,3323.0,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,german short-haired pointer,0.479896,True,vizsla,0.1243529999999999,True,bath towel,0.0733202,False,12.0/10.0
879415818425184262,Twitter for iPhone,Duddles,,2017-06-26,19:07:24,2017,6,Monday,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) ,"[0, 82]",107956.0,45849.0,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,english springer,0.383404,True,boston bull,0.134967,True,cardigan,0.110481,True,13.0/10.0
879376492567855104,Twitter for iPhone,Jack,,2017-06-26,16:31:08,2017,6,Monday,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by ,"[0, 125]",17099.0,3261.0,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,tricycle,0.663601,False,labrador retriever,0.0334961,True,pembroke,0.0188266,True,12.0/10.0
879130579576475649,Twitter for iPhone,Emmy,,2017-06-26,00:13:58,2017,6,Monday,RT @dog_rates: This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved ,"[0, 140]",0.0,7181.0,,,,,,,,,,,14.0/10.0
879050749262655488,Twitter for iPhone,Steven,,2017-06-25,18:56:45,2017,6,Sunday,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet ,"[0, 132]",23022.0,4941.0,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,tabby,0.311861,False,window screen,0.169123,False,egyptian cat,0.132932,False,11.0/10.0
879008229531029506,Twitter for iPhone,Beau,,2017-06-25,16:07:47,2017,6,Sunday,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs ,"[0, 94]",19317.0,2812.0,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,0.960513,True,miniature pinscher,0.00943065,True,american staffordshire terrier,0.0087113,True,13.0/10.0
878776093423087618,Twitter for iPhone,Snoopy,puppo,2017-06-25,00:45:22,2017,6,Sunday,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth ,"[0, 126]",19763.0,4319.0,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,italian greyhound,0.734684,True,whippet,0.1504869999999999,True,ibizan hound,0.0397246,True,13.0/10.0
878604707211726852,Twitter for iPhone,,,2017-06-24,13:24:20,2017,6,Saturday,Martha is stunning how h*ckin dare you. 13/10 ,"[0, 45]",30931.0,7582.0,,,,,,,,,,,13.0/10.0
878404777348136964,Twitter for iPhone,Shadow,,2017-06-24,00:09:53,2017,6,Saturday,"RT @dog_rates: Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https:/…","[0, 140]",0.0,1349.0,,,,,,,,,,,13.0/10.0
